ANALYTE_ID	DOCUMENT_NUMBER	TEST_SYSTEM_ID	ANALYTE_NAME	DATE_EFFECTIVE
12	CDC000006	6574	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	7024	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	9108	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	9109	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	9114	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	9115	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	9116	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000016	9224	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000016	9225	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000016	9226	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000016	9227	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	6148	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	9367	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	9368	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	9369	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	9370	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000023	9371	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000030	5744	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000030	5746	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	5348	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	5349	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	5350	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	5351	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	9445	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	9446	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	9447	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	9448	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000031	9449	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000035	9579	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000035	9580	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	5327	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	5328	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	5329	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	5641	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	5757	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	6937	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	9696	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000052	9697	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000055	9735	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000071	6575	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000071	9822	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000075	6576	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000075	6577	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
